disruption_id,disruption_type,industry,supplier_tier,supplier_region,supplier_size,has_backup_supplier,disruption_severity,production_impact_pct,revenue_loss_usd,response_type,response_time_days,partial_recovery_days,full_recovery_days,permanent_supplier_change
DIS-000251,geopolitical,pharmaceuticals,2,north america,large,False,2,30.3,16897836.29,inventory buffer,10,7,28,False
DIS-000252,factory incident,electronics,3,europe,small,False,1,4.7,86174.95,inventory buffer,3,14,21,False
DIS-000253,cyber attack,automotive,1,asia-pacific,large,False,4,54.3,5726871.78,production reroute,2,90,100,False
DIS-000254,geopolitical,automotive,4,europe,medium,True,2,15.6,920968.89,alternative supplier,8,14,47,False
DIS-000255,geopolitical,pharmaceuticals,1,asia-pacific,medium,False,2,21.8,1834195.47,production reroute,2,47,92,False
DIS-000256,labor strike,electronics,1,south america,small,True,3,43.0,356856.71,alternative supplier,1,50,78,True
DIS-000257,cyber attack,automotive,1,asia-pacific,small,True,2,30.0,173082.88,alternative supplier,1,4,34,False
DIS-000258,port congestion,electronics,3,asia-pacific,large,False,1,25.3,548252.11,customer delay,15,10,24,False
DIS-000259,labor strike,consumer goods,1,south america,large,True,2,18.7,2046241.11,alternative supplier,5,4,18,True
DIS-000260,natural disaster,consumer goods,2,north america,large,True,3,47.8,8698103.47,alternative supplier,7,27,82,False
DIS-000261,port congestion,pharmaceuticals,3,europe,medium,True,1,21.9,3602951.86,inventory buffer,1,13,20,False
DIS-000262,cyber attack,pharmaceuticals,2,north america,medium,True,5,78.5,3883447.82,combined strategy,2,12,64,True
DIS-000263,natural disaster,consumer goods,2,asia-pacific,small,True,2,22.3,78804.75,alternative supplier,2,28,59,False
DIS-000264,labor strike,automotive,2,north america,medium,True,3,42.8,3590201.73,alternative supplier,4,9,76,False
DIS-000265,cyber attack,automotive,1,asia-pacific,medium,True,4,55.8,1904488.77,alternative supplier,2,5,109,False
DIS-000266,port congestion,electronics,2,south america,medium,False,2,23.8,231773.22,customer delay,2,12,41,False
DIS-000267,port congestion,electronics,4,asia-pacific,small,False,1,4.7,38801.59,inventory buffer,1,5,10,True
DIS-000268,port congestion,automotive,3,south america,medium,True,1,12.4,921954.06,alternative supplier,3,13,26,False
DIS-000269,factory incident,pharmaceuticals,1,north america,large,True,1,25.4,2298268.0,alternative supplier,10,3,22,True
DIS-000270,geopolitical,consumer goods,2,asia-pacific,large,True,2,4.2,93675.28,alternative supplier,4,22,104,False
DIS-000271,port congestion,electronics,1,asia-pacific,medium,True,4,47.7,687935.35,alternative supplier,7,20,43,True
DIS-000272,port congestion,electronics,2,asia-pacific,medium,True,3,46.4,702561.51,alternative supplier,2,32,47,False
DIS-000273,cyber attack,electronics,2,europe,large,True,3,19.8,6813121.6,alternative supplier,8,17,51,False
DIS-000274,cyber attack,electronics,3,asia-pacific,medium,False,3,32.9,545966.34,alternative supplier,9,23,71,False
DIS-000275,labor strike,electronics,2,north america,small,True,2,34.5,304921.04,alternative supplier,2,5,27,True
DIS-000276,labor strike,electronics,2,africa/middle east,large,False,2,25.4,1648523.23,production reroute,1,54,79,False
DIS-000277,port congestion,electronics,2,south america,medium,True,3,39.5,10156787.87,alternative supplier,5,11,59,False
DIS-000278,port congestion,electronics,1,europe,medium,False,1,25.6,551743.47,production reroute,3,9,26,False
DIS-000279,port congestion,pharmaceuticals,3,asia-pacific,medium,False,2,17.9,2758448.4,customer delay,12,45,95,True
DIS-000280,port congestion,electronics,1,asia-pacific,small,True,3,42.3,120335.47,alternative supplier,10,14,56,False
DIS-000281,cyber attack,electronics,3,europe,medium,True,4,42.4,493812.78,combined strategy,1,91,100,False
DIS-000282,factory incident,electronics,1,asia-pacific,large,True,1,8.6,3323223.06,production reroute,5,9,14,False
DIS-000283,factory incident,automotive,3,asia-pacific,small,False,2,16.2,60086.4,customer delay,1,76,83,False
DIS-000284,natural disaster,pharmaceuticals,4,asia-pacific,small,False,3,27.6,418228.92,inventory buffer,1,59,139,False
DIS-000285,labor strike,electronics,2,europe,small,True,1,3.6,14507.06,alternative supplier,4,13,18,False
DIS-000286,natural disaster,automotive,3,north america,large,False,3,19.8,4344164.68,inventory buffer,1,76,244,False
DIS-000287,labor strike,pharmaceuticals,3,asia-pacific,medium,False,1,12.5,5552085.23,combined strategy,20,29,50,True
DIS-000288,labor strike,automotive,1,europe,small,False,1,13.6,142869.78,combined strategy,5,8,22,False
DIS-000289,geopolitical,electronics,2,africa/middle east,medium,False,2,23.3,565845.76,combined strategy,1,3,86,False
DIS-000290,labor strike,pharmaceuticals,1,north america,small,False,3,37.9,144350.24,production reroute,15,27,119,True
DIS-000291,natural disaster,aerospace,2,africa/middle east,medium,False,3,46.6,2161962.84,alternative supplier,13,8,208,False
DIS-000292,natural disaster,electronics,1,asia-pacific,medium,False,4,54.6,942690.41,production reroute,5,127,151,True
DIS-000293,port congestion,electronics,2,asia-pacific,medium,False,2,28.7,184676.0,inventory buffer,7,18,108,False
DIS-000294,factory incident,electronics,4,south america,large,False,1,5.4,236883.23,customer delay,1,75,95,False
DIS-000295,natural disaster,automotive,1,asia-pacific,medium,True,2,21.8,258163.19,alternative supplier,2,6,29,False
DIS-000296,labor strike,electronics,1,south america,large,False,2,40.3,2731267.61,alternative supplier,6,11,61,True
DIS-000297,port congestion,consumer goods,3,asia-pacific,medium,False,2,22.9,1485324.32,production reroute,4,7,52,False
DIS-000298,geopolitical,automotive,1,north america,medium,True,3,51.6,548487.92,customer delay,1,11,110,False
DIS-000299,port congestion,electronics,2,south america,medium,False,4,45.9,2781667.82,production reroute,2,50,66,True
DIS-000300,natural disaster,pharmaceuticals,1,south america,small,True,3,52.7,409687.03,alternative supplier,15,22,135,True
DIS-000301,natural disaster,electronics,1,africa/middle east,medium,False,3,44.9,525700.0,combined strategy,28,18,84,True
DIS-000302,labor strike,consumer goods,1,north america,large,True,2,40.4,1605989.77,alternative supplier,1,25,31,False
DIS-000303,labor strike,pharmaceuticals,2,europe,small,False,3,34.9,359773.73,inventory buffer,10,15,25,False
DIS-000304,port congestion,electronics,4,asia-pacific,medium,False,3,32.2,2336572.99,production reroute,5,39,141,False
DIS-000305,port congestion,pharmaceuticals,2,asia-pacific,large,True,3,36.4,33730348.85,alternative supplier,1,18,58,False
DIS-000306,cyber attack,consumer goods,2,south america,small,True,2,20.3,144697.43,alternative supplier,3,4,9,False
DIS-000307,labor strike,pharmaceuticals,2,asia-pacific,medium,True,3,38.7,1437807.68,alternative supplier,3,15,48,False
DIS-000308,geopolitical,pharmaceuticals,4,north america,small,False,1,9.9,1450838.04,alternative supplier,2,5,13,False
DIS-000309,port congestion,pharmaceuticals,1,north america,medium,False,2,40.1,3758365.98,customer delay,8,31,98,False
DIS-000310,geopolitical,pharmaceuticals,1,asia-pacific,small,True,4,56.2,349896.3,production reroute,1,24,44,True
DIS-000311,factory incident,electronics,1,north america,medium,True,3,34.4,1256074.33,production reroute,1,13,31,False
DIS-000312,natural disaster,consumer goods,1,asia-pacific,small,True,4,55.2,1067981.91,alternative supplier,1,38,67,False
DIS-000313,natural disaster,aerospace,1,asia-pacific,medium,False,2,48.1,1957314.03,alternative supplier,2,10,124,False
DIS-000314,cyber attack,pharmaceuticals,1,asia-pacific,large,True,3,49.1,6736250.13,alternative supplier,2,13,30,False
DIS-000315,port congestion,consumer goods,1,europe,small,True,2,29.7,231500.39,alternative supplier,2,8,28,False
DIS-000316,port congestion,consumer goods,1,europe,large,False,1,25.0,1370655.35,customer delay,1,6,53,True
DIS-000317,factory incident,electronics,1,asia-pacific,medium,False,3,68.9,2231778.45,combined strategy,2,21,45,False
DIS-000318,geopolitical,electronics,1,europe,large,False,3,32.8,6138406.66,combined strategy,20,62,120,False
DIS-000319,geopolitical,pharmaceuticals,1,asia-pacific,large,False,3,37.7,12645428.53,production reroute,11,50,139,True
DIS-000320,geopolitical,aerospace,4,europe,medium,True,3,20.8,836633.47,alternative supplier,1,137,156,False
DIS-000321,labor strike,pharmaceuticals,4,asia-pacific,small,False,2,15.6,185443.21,inventory buffer,3,13,79,False
DIS-000322,port congestion,electronics,3,asia-pacific,large,True,3,42.1,8354193.55,alternative supplier,4,66,218,False
DIS-000323,port congestion,automotive,1,asia-pacific,small,False,3,49.2,135678.93,production reroute,8,21,145,False
DIS-000324,geopolitical,pharmaceuticals,2,africa/middle east,small,False,4,42.6,133287.32,production reroute,4,59,149,True
DIS-000325,cyber attack,pharmaceuticals,3,europe,small,False,3,30.5,1029890.9,customer delay,46,20,98,False
DIS-000326,port congestion,aerospace,1,europe,large,True,1,9.2,1206484.98,customer delay,2,23,38,False
DIS-000327,labor strike,electronics,2,asia-pacific,medium,True,2,20.6,2922517.66,alternative supplier,1,9,16,False
DIS-000328,port congestion,consumer goods,1,north america,large,True,1,17.1,911690.82,inventory buffer,3,6,11,False
DIS-000329,factory incident,electronics,2,europe,large,True,2,29.9,8132810.69,alternative supplier,1,15,111,False
DIS-000330,geopolitical,automotive,2,north america,small,True,1,21.4,249901.73,alternative supplier,1,5,15,False
DIS-000331,factory incident,automotive,2,africa/middle east,large,True,2,41.4,1588053.92,alternative supplier,4,14,50,False
DIS-000332,port congestion,consumer goods,4,europe,medium,False,4,38.4,1413967.69,inventory buffer,12,89,138,False
DIS-000333,natural disaster,electronics,2,asia-pacific,medium,True,3,53.0,4711947.74,production reroute,1,15,215,False
DIS-000334,natural disaster,electronics,3,north america,medium,True,2,22.9,715405.04,alternative supplier,3,23,90,False
DIS-000335,natural disaster,electronics,2,africa/middle east,medium,False,2,18.4,439488.86,production reroute,9,10,57,True
DIS-000336,natural disaster,consumer goods,2,asia-pacific,medium,False,5,46.3,637090.14,production reroute,3,22,248,True
DIS-000337,cyber attack,electronics,1,south america,large,False,3,45.9,8334859.23,inventory buffer,3,18,179,False
DIS-000338,port congestion,automotive,1,north america,medium,False,1,26.5,942187.75,production reroute,2,4,9,False
DIS-000339,labor strike,automotive,3,europe,small,False,2,30.1,378352.64,production reroute,4,40,111,False
DIS-000340,natural disaster,pharmaceuticals,1,asia-pacific,small,False,2,29.6,1680143.42,customer delay,3,27,110,False
DIS-000341,labor strike,aerospace,1,europe,large,True,3,56.6,28900744.06,alternative supplier,10,6,23,False
DIS-000342,labor strike,pharmaceuticals,4,europe,small,True,4,17.4,257200.05,alternative supplier,3,43,100,True
DIS-000343,geopolitical,aerospace,4,south america,medium,True,2,4.1,428646.23,inventory buffer,1,7,27,False
DIS-000344,factory incident,consumer goods,2,north america,small,True,2,26.0,62357.47,alternative supplier,4,4,9,False
DIS-000345,factory incident,automotive,1,south america,small,False,2,14.5,443550.52,alternative supplier,8,16,29,False
DIS-000346,port congestion,consumer goods,3,asia-pacific,small,True,2,12.4,108490.63,alternative supplier,1,10,35,False
DIS-000347,port congestion,automotive,2,north america,medium,True,3,38.0,774543.94,alternative supplier,7,35,69,False
DIS-000348,natural disaster,electronics,3,asia-pacific,large,True,3,34.7,6377249.15,alternative supplier,8,30,95,False
DIS-000349,factory incident,electronics,2,europe,small,True,2,38.6,258529.52,alternative supplier,1,55,76,True
DIS-000350,port congestion,consumer goods,3,europe,large,True,1,8.6,461004.52,alternative supplier,3,3,21,False
DIS-000351,labor strike,consumer goods,3,asia-pacific,large,True,2,10.4,505662.59,combined strategy,1,7,26,False
DIS-000352,cyber attack,automotive,2,asia-pacific,small,False,3,50.1,492593.1,customer delay,4,71,140,False
DIS-000353,port congestion,consumer goods,4,africa/middle east,medium,False,2,14.6,3055165.71,production reroute,13,12,25,False
DIS-000354,geopolitical,automotive,1,africa/middle east,medium,True,3,45.5,1337715.01,alternative supplier,1,25,47,False
DIS-000355,natural disaster,aerospace,4,africa/middle east,medium,True,3,39.4,1990826.11,alternative supplier,1,4,30,False
DIS-000356,port congestion,aerospace,1,asia-pacific,small,True,4,69.6,14006022.06,alternative supplier,1,16,111,True
DIS-000357,natural disaster,pharmaceuticals,3,africa/middle east,large,True,2,19.9,4780576.01,alternative supplier,3,8,42,False
DIS-000358,labor strike,pharmaceuticals,2,north america,small,True,1,10.5,337942.48,alternative supplier,1,10,29,False
DIS-000359,cyber attack,aerospace,1,europe,small,True,4,49.5,1003490.22,alternative supplier,5,16,70,True
DIS-000360,labor strike,automotive,1,europe,medium,False,2,32.6,1004046.37,customer delay,1,23,78,True
DIS-000361,factory incident,pharmaceuticals,3,asia-pacific,medium,False,1,16.3,772703.74,production reroute,19,6,29,False
DIS-000362,port congestion,electronics,3,south america,large,True,2,21.1,3076057.98,alternative supplier,1,22,51,False
DIS-000363,labor strike,automotive,3,north america,small,True,3,37.5,1171404.9,alternative supplier,1,16,48,False
DIS-000364,labor strike,automotive,3,north america,large,True,3,18.1,4178559.22,alternative supplier,8,29,60,False
DIS-000365,cyber attack,consumer goods,1,asia-pacific,medium,True,3,53.6,238869.29,alternative supplier,1,39,50,True
DIS-000366,factory incident,automotive,3,asia-pacific,medium,False,1,10.1,758578.25,production reroute,1,28,33,True
DIS-000367,cyber attack,pharmaceuticals,1,north america,medium,True,3,30.8,947826.6,inventory buffer,9,8,94,False
DIS-000368,cyber attack,automotive,2,asia-pacific,small,True,4,36.7,465159.2,alternative supplier,1,88,138,False
DIS-000369,geopolitical,electronics,3,south america,medium,True,1,20.5,556494.27,alternative supplier,1,24,30,False
DIS-000370,natural disaster,consumer goods,4,north america,medium,True,4,38.9,738345.25,alternative supplier,5,14,44,False
DIS-000371,natural disaster,electronics,1,asia-pacific,large,True,3,53.3,1969496.5,alternative supplier,4,17,72,False
DIS-000372,natural disaster,consumer goods,1,north america,small,False,4,64.0,48317.01,production reroute,1,6,61,True
DIS-000373,natural disaster,electronics,1,europe,large,True,2,35.6,4730950.84,alternative supplier,4,49,96,True
DIS-000374,port congestion,automotive,3,africa/middle east,small,False,2,29.0,314695.47,production reroute,2,46,122,False
DIS-000375,natural disaster,consumer goods,2,asia-pacific,large,True,3,51.9,3392104.26,alternative supplier,2,58,105,False
DIS-000376,geopolitical,electronics,2,asia-pacific,large,True,2,5.2,1097670.72,alternative supplier,1,44,66,True
DIS-000377,port congestion,consumer goods,4,europe,small,True,1,7.5,46949.11,alternative supplier,7,3,17,False
DIS-000378,natural disaster,automotive,2,europe,medium,True,3,32.2,3219006.59,inventory buffer,4,54,174,False
DIS-000379,port congestion,pharmaceuticals,3,asia-pacific,large,True,2,10.5,1280651.31,alternative supplier,1,36,78,True
DIS-000380,geopolitical,automotive,4,asia-pacific,large,True,2,16.0,5072798.25,alternative supplier,1,4,26,False
DIS-000381,natural disaster,automotive,2,asia-pacific,large,True,4,63.2,16743217.91,alternative supplier,9,27,148,True
DIS-000382,port congestion,aerospace,4,europe,large,True,2,36.0,12016744.97,customer delay,1,35,40,False
DIS-000383,port congestion,automotive,3,north america,medium,True,3,37.4,3333912.67,alternative supplier,7,93,126,True
DIS-000384,cyber attack,pharmaceuticals,4,asia-pacific,small,False,2,27.6,283827.09,production reroute,4,3,12,False
DIS-000385,port congestion,automotive,2,north america,medium,True,1,26.1,722940.77,alternative supplier,1,10,23,False
DIS-000386,port congestion,pharmaceuticals,1,asia-pacific,medium,True,1,15.1,2364502.92,alternative supplier,6,3,10,False
DIS-000387,geopolitical,automotive,1,north america,small,False,4,54.8,404378.02,combined strategy,2,36,49,False
DIS-000388,geopolitical,consumer goods,3,europe,medium,False,3,31.0,560791.63,combined strategy,9,47,112,True
